label,associatedSequences,otherCatalogNumbers,catalogNumber,institutionCode,collectionCode,basisOfRecord,typeStatus,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank,identificationQualifier,identifiedBy,decimalLatitude,decimalLongitude,country,stateProvince,waterBody,eventDate,verbatimLocality,recordedBy
MZ050921,MZ050921.1,NA,GF15-023,NA,NA,NA,NA,Acnodon oligacanthus (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Acnodon,oligacanthus,species,NA,Raphael Covain,3.3833,-54.0553,French Guiana,Maripasoula,Maroni,2015-11-19,"French Guiana: Maripasoula, Maroni River, Taluen (Opoya), Lawa River",Covain R. et al.
MZ050934,MZ050934.1,NA,PAG-6264,NA,NA,NA,NA,Paramyloplus ternetzi Norman 1929,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Paramyloplus,ternetzi,species,NA,Raphael Covain,3.8055,-54.1616,French Guiana,Maripasoula,Maroni,NA,"French Guiana: Maripasoula, Maroni River, Papa#Ochton",Parc Amazonien de Guyane
MZ050936,MZ050936.1,NA,GFSU14-159,NA,NA,NA,NA,Acnodon oligacanthus (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Acnodon,oligacanthus,species,NA,Raphael Covain,2.6769,-53.9993,French Guiana,St-Laurent-du-Maroni,Maroni,2014-09-23,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Marouini River, Saut Wayo",Covain R. et al.
MZ050939,MZ050939.1,NA,GFSU14-072,NA,NA,NA,NA,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,Raphael Covain,2.6769,-53.9993,French Guiana,St-Laurent-du-Maroni,Maroni,2014-09-23,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Marouini River, Saut Wayo",Covain R. et al.
MZ050963,MZ050963.1,NA,GF15-395,NA,NA,NA,NA,"Myleus planquettei (Jégu, Keith & Le Bail 2003)",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,planquettei,species,NA,Raphael Covain,3.3901,-53.926,French Guiana,Maripasoula,Maroni,2015-12-11,"French Guiana: Maripasoula, Maroni River, Pointe Sula, Cayode, Tampok River, tributary of Lawa River",Covain R. et al.
MZ050983,MZ050983.1,NA,SU08-298,NA,NA,NA,NA,Prosomyleus rhomboidalis (Cuvier 1818),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Prosomyleus,rhomboidalis,species,NA,Raphael Covain,3.1983,-55.4075,Suriname,Sipaliwini,Maroni,2008-10-28,"Suriname: Sipaliwini, Tapanahony River, Paloemeu River, Weyu Camp",Covain R. et al.
MZ050988,MZ050988.1,NA,SU08-424,NA,NA,NA,NA,Paramyloplus ternetzi Norman 1929,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Paramyloplus,ternetzi,species,NA,Raphael Covain,3.1983,-55.4075,Suriname,Sipaliwini,Maroni,2008-10-29,"Suriname: Sipaliwini, Sipaliwini, Paloemeu River, Wayu Camp",Covain R. et al.
MZ050990,MZ050990.1,NA,GF15-011,NA,NA,NA,NA,"Tometes lebaili Jégu, Keith & Belmont-Jégu 2002",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,lebaili,species,NA,Raphael Covain,3.335,-54.0629,French Guiana,Maripasoula,Maroni,2015-11-18,"French Guiana: Maripasoula, Maroni River, Domofou Sula, Taluen (Opoya), Lawa River",Covain R. et al.
MZ051004,MZ051004.1,NA,PAG-6267,NA,NA,NA,NA,Paramyloplus ternetzi Norman 1929,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Paramyloplus,ternetzi,species,NA,Raphael Covain,3.8055,-54.1616,French Guiana,Maripasoula,Maroni,NA,"French Guiana: Maripasoula, Maroni River, Papa#Ochton",Parc Amazonien de Guyane
MZ051006,MZ051006.1,NA,GFSU14-024,NA,NA,NA,NA,Paramyloplus ternetzi Norman 1929,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Paramyloplus,ternetzi,species,NA,Raphael Covain,2.6769,-53.9993,French Guiana,St-Laurent-du-Maroni,Maroni,2014-09-23,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Marouini River, Saut Wayo",Covain R. et al.
MZ051031,MZ051031.1,NA,GF15-272,NA,NA,NA,NA,Prosomyleus rhomboidalis (Cuvier 1818),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Prosomyleus,rhomboidalis,species,NA,Raphael Covain,3.3901,-53.926,French Guiana,Maripasoula,Maroni,2015-12-05,"French Guiana: Maripasoula, Maroni River, Cayode, Tampok River, tributary of Lawa River",Covain R. et al.
MZ051040,MZ051040.1,NA,PAG-6623,NA,NA,NA,NA,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,Raphael Covain,3.8055,-54.1616,French Guiana,Maripasoula,Maroni,NA,"French Guiana: Maripasoula, Maroni River, Papa#Ochton",Parc Amazonien de Guyane
MZ051044,MZ051044.1,NA,PAG-6671,NA,NA,NA,NA,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,Raphael Covain,3.8055,-54.1616,French Guiana,Maripasoula,Maroni,NA,"French Guiana: Maripasoula, Maroni River, Papa#Ochton",Parc Amazonien de Guyane
MZ051057,MZ051057.1,NA,GFSU14e-1503,NA,NA,NA,NA,Prosomyleus rhomboidalis (Cuvier 1818),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Prosomyleus,rhomboidalis,species,NA,Raphael Covain,2.938,-54.1724,French Guiana,St-Laurent-du-Maroni,Maroni,2014-10-07,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Litany River, Sector Apsik","Hydreco,M. et al."
MZ051058,MZ051058.1,NA,GFSU14e-1504,NA,NA,NA,NA,"Tometes lebaili Jégu, Keith & Belmont-Jégu 2002",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,lebaili,species,NA,Raphael Covain,2.938,-54.1724,French Guiana,St-Laurent-du-Maroni,Maroni,2014-10-07,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Litany River, Sector Apsik","Hydreco,M. et al."
MZ051062,MZ051062.1,NA,GFSU14-462,NA,NA,NA,NA,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,Raphael Covain,2.8586,-53.9773,French Guiana,St-Laurent-du-Maroni,Maroni,2014-09-22,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Marouini River, Langa Sula",Covain R. et al.
MZ051088,MZ051088.1,NA,GFSU14-247,NA,NA,NA,NA,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,Raphael Covain,2.6769,-53.9993,French Guiana,St-Laurent-du-Maroni,Maroni,2014-09-23,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Marouini River, Saut Wayo",Covain R. et al.
MZ051102,MZ051102.1,NA,SU08-422,NA,NA,NA,NA,Prosomyleus rhomboidalis (Cuvier 1818),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Prosomyleus,rhomboidalis,species,NA,Raphael Covain,3.1983,-55.4075,Suriname,Sipaliwini,Maroni,2008-10-28,"Suriname: Sipaliwini, Tapanahony River, Paloemeu River, Weyu Camp",Covain R. et al.
MZ051114,MZ051114.1,NA,GFSU14-145,NA,NA,NA,NA,Prosomyleus rhomboidalis (Cuvier 1818),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Prosomyleus,rhomboidalis,species,NA,Raphael Covain,2.6769,-53.9993,French Guiana,St-Laurent-du-Maroni,Maroni,2014-09-23,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Marouini River, Saut Wayo",Covain R. et al.
MZ051116,MZ051116.1,NA,GF15-234,NA,NA,NA,NA,Prosomyleus rhomboidalis (Cuvier 1818),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Prosomyleus,rhomboidalis,species,NA,Raphael Covain,3.3901,-53.926,French Guiana,Maripasoula,Maroni,2015-12-04,"French Guiana: Maripasoula, Maroni River, Cayode, Tampok River, tributary of Lawa River",Covain R. et al.
MZ051134,MZ051134.1,NA,PAG-0463,NA,NA,NA,NA,Paramyloplus ternetzi Norman 1929,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Paramyloplus,ternetzi,species,NA,Raphael Covain,3.2901,-54.1088,French Guiana,Maripasoula,Maroni,NA,"French Guiana: Maripasoula, Litany River, Pidima",Parc Amazonien de Guyane
MZ051146,MZ051146.1,NA,PAG-0706,NA,NA,NA,NA,"Myleus planquettei (Jégu, Keith & Le Bail 2003)",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,planquettei,species,NA,Raphael Covain,3.4559,-54.0021,French Guiana,Maripasoula,Maroni,NA,"French Guiana: Maripasoula, Maroni River, Elah##",Parc Amazonien de Guyane
MZ051163,MZ051163.1,NA,PAG-6620,NA,NA,NA,NA,Paramyloplus ternetzi Norman 1929,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Paramyloplus,ternetzi,species,NA,Raphael Covain,3.8055,-54.1616,French Guiana,Maripasoula,Maroni,NA,"French Guiana: Maripasoula, Maroni River, Papa#Ochton",Parc Amazonien de Guyane
MZ051225,MZ051225.1,NA,SU08-425,NA,NA,NA,NA,Paramyloplus ternetzi Norman 1929,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Paramyloplus,ternetzi,species,NA,Raphael Covain,3.1983,-55.4075,Suriname,Sipaliwini,Maroni,2008-10-28,"Suriname: Sipaliwini, Tapanahony River, Paloemeu River, Weyu Camp",Covain R. et al.
MZ051260,MZ051260.1,NA,GFSU14-182,NA,NA,NA,NA,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,Raphael Covain,2.6769,-53.9993,French Guiana,St-Laurent-du-Maroni,Maroni,2014-09-23,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Marouini River, Saut Wayo",Covain R. et al.
MZ051291,MZ051291.1,NA,GF06-457,NA,NA,NA,NA,Paramyloplus ternetzi Norman 1929,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Paramyloplus,ternetzi,species,NA,Raphael Covain,5.0517,-54.0889,French Guiana,St-Laurent-du-Maroni,Maroni,2006-11-12,"French Guiana: St-Laurent-du-Maroni, Saint-Laurent du Maroni, Maroni River, Voltaire Creek",Fisch-Muller S. et al.
MZ051295,MZ051295.1,NA,GFSU14-446,NA,NA,NA,NA,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,Raphael Covain,2.8586,-53.9773,French Guiana,St-Laurent-du-Maroni,Maroni,2014-09-22,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Marouini River, Langa Sula",Covain R. et al.
MZ051334,MZ051334.1,NA,GF15-215,NA,NA,NA,NA,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,Raphael Covain,3.3901,-53.926,French Guiana,Maripasoula,Maroni,2015-12-04,"French Guiana: Maripasoula, Maroni River, Cayode, Tampok River, tributary of Lawa River",Covain R. et al.
MZ051342,MZ051342.1,NA,GF15-069,NA,NA,NA,NA,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,Raphael Covain,3.3833,-54.0553,French Guiana,Maripasoula,Maroni,2015-11-19,"French Guiana: Maripasoula, Maroni River, Taluen (Opoya), Lawa River",Covain R. et al.
MZ051345,MZ051345.1,NA,GF15-065,NA,NA,NA,NA,Prosomyleus rhomboidalis (Cuvier 1818),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Prosomyleus,rhomboidalis,species,NA,Raphael Covain,3.3833,-54.0553,French Guiana,Maripasoula,Maroni,2015-11-19,"French Guiana: Maripasoula, Maroni River, Taluen (Opoya), Lawa River",Covain R. et al.
MZ051359,MZ051359.1,NA,PAG-6993,NA,NA,NA,NA,"Myleus planquettei (Jégu, Keith & Le Bail 2003)",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,planquettei,species,NA,Raphael Covain,2.938,-54.1724,French Guiana,Maripasoula,Maroni,NA,"French Guiana: Maripasoula, Litany River, Apsik Icholi",Parc Amazonien de Guyane
MZ051369,MZ051369.1,NA,PAG-6263,NA,NA,NA,NA,Paramyloplus ternetzi Norman 1929,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Paramyloplus,ternetzi,species,NA,Raphael Covain,3.8055,-54.1616,French Guiana,Maripasoula,Maroni,NA,"French Guiana: Maripasoula, Maroni River, Papa#Ochton",Parc Amazonien de Guyane
MZ051425,MZ051425.1,NA,SU08-1262-2,NA,NA,NA,NA,"Tometes lebaili Jégu, Keith & Belmont-Jégu 2002",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,lebaili,species,NA,Raphael Covain,3.1983,-55.4075,Suriname,Sipaliwini,Maroni,2008-10-29,"Suriname: Sipaliwini, Sipaliwini, Paloemeu River, Wayu Camp",Covain R. et al.
MZ051428,MZ051428.1,NA,PAG-6266,NA,NA,NA,NA,Paramyloplus ternetzi Norman 1929,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Paramyloplus,ternetzi,species,NA,Raphael Covain,3.8055,-54.1616,French Guiana,Maripasoula,Maroni,NA,"French Guiana: Maripasoula, Maroni River, Papa#Ochton",Parc Amazonien de Guyane
MZ051430,MZ051430.1,NA,SU08-420,NA,NA,NA,NA,Prosomyleus rhomboidalis (Cuvier 1818),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Prosomyleus,rhomboidalis,species,NA,Raphael Covain,3.1983,-55.4075,Suriname,Sipaliwini,Maroni,2008-10-28,"Suriname: Sipaliwini, Tapanahony River, Paloemeu River, Weyu Camp",Covain R. et al.
MZ051436,MZ051436.1,NA,PAG-0145,NA,NA,NA,NA,Paramyloplus ternetzi Norman 1929,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Paramyloplus,ternetzi,species,NA,Raphael Covain,3.8055,-54.1616,French Guiana,Maripasoula,Maroni,NA,"French Guiana: Maripasoula, Maroni River, Papa#Ochton",Parc Amazonien de Guyane
MZ051442,MZ051442.1,NA,GF10-009,NA,NA,NA,NA,Prosomyleus rhomboidalis (Cuvier 1818),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Prosomyleus,rhomboidalis,species,NA,Raphael Covain,5.3333,-54.15,French Guiana,St-Laurent-du-Maroni,Maroni,2010-02-06,"French Guiana: St-Laurent-du-Maroni, Saint Laurent du Maroni, Maroni River, Crique Serpent",Montoya-Burgos J. et al.
MZ051445,MZ051445.1,NA,GFSU14-142,NA,NA,NA,NA,"Tometes lebaili Jégu, Keith & Belmont-Jégu 2002",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,lebaili,species,NA,Raphael Covain,2.6769,-53.9993,French Guiana,St-Laurent-du-Maroni,Maroni,2014-09-23,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Marouini River, Saut Wayo",Covain R. et al.
MZ051457,MZ051457.1,NA,GFSU14-063,NA,NA,NA,NA,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,Raphael Covain,2.6769,-53.9993,French Guiana,St-Laurent-du-Maroni,Maroni,2014-09-23,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Marouini River, Saut Wayo",Covain R. et al.
MZ051487,MZ051487.1,NA,GFSU14-190,NA,NA,NA,NA,Acnodon oligacanthus (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Acnodon,oligacanthus,species,NA,Raphael Covain,2.6769,-53.9993,French Guiana,St-Laurent-du-Maroni,Maroni,2014-09-23,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Marouini River, Saut Wayo",Covain R. et al.
MZ051491,MZ051491.1,NA,GF15-015,NA,NA,NA,NA,"Tometes lebaili Jégu, Keith & Belmont-Jégu 2002",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,lebaili,species,NA,Raphael Covain,3.3833,-54.0553,French Guiana,Maripasoula,Maroni,2015-11-19,"French Guiana: Maripasoula, Maroni River, Taluen (Opoya), Lawa River",Covain R. et al.
MZ051502,MZ051502.1,NA,PAG-6040,NA,NA,NA,NA,Paramyloplus ternetzi Norman 1929,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Paramyloplus,ternetzi,species,NA,Raphael Covain,2.938,-54.1724,French Guiana,Upper Maroni,Maroni,2014-10-07,"French Guiana: Upper Maroni, Litany River, Apsik","Hydreco,M. et al."
MZ051504,MZ051504.1,NA,GFSU14-431,NA,NA,NA,NA,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,Raphael Covain,2.8586,-53.9773,French Guiana,St-Laurent-du-Maroni,Maroni,2014-09-22,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Marouini River, Langa Soula",Covain R. et al.
MZ051507,MZ051507.1,NA,SU08-428,NA,NA,NA,NA,Paramyloplus ternetzi Norman 1929,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Paramyloplus,ternetzi,species,NA,Raphael Covain,3.1983,-55.4075,Suriname,Sipaliwini,Maroni,2008-10-29,"Suriname: Sipaliwini, Tapanahony River, Paloemeu River, Weyu Camp",Covain R. et al.
MZ051569,MZ051569.1,NA,GF06-420,NA,NA,NA,NA,Paramyloplus ternetzi Norman 1929,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Paramyloplus,ternetzi,species,NA,Raphael Covain,5.3133,-53.9544,French Guiana,Saint Laurent du Maroni,Maroni,2006-11-11,"French Guiana: Saint Laurent du Maroni, Maroni River, Crique Balate",Fisch-Muller S. et al.
MZ051577,MZ051577.1,NA,PAG-0623,NA,NA,NA,NA,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,Raphael Covain,3.8296,-54.1958,French Guiana,Maripasoula,Maroni,NA,"French Guiana: Maripasoula, Maroni River, Loca (Cottica)",Parc Amazonien de Guyane
MZ051582,MZ051582.1,NA,GFSU14-445,NA,NA,NA,NA,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,Raphael Covain,2.8586,-53.9773,French Guiana,St-Laurent-du-Maroni,Maroni,2014-09-22,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Marouini River, Langa Sula",Covain R. et al.
MZ051597,MZ051597.1,NA,GFSU14-307,NA,NA,NA,NA,Acnodon oligacanthus (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Acnodon,oligacanthus,species,NA,Raphael Covain,2.8586,-53.9773,French Guiana,St-Laurent-du-Maroni,Maroni,2014-09-22,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Marouini River, Langa Sula",Covain R. et al.
MZ051613,MZ051613.1,NA,GFSU14-179,NA,NA,NA,NA,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,Raphael Covain,2.6769,-53.9993,French Guiana,St-Laurent-du-Maroni,Maroni,2014-09-23,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Marouini River, Saut Wayo",Covain R. et al.
MZ051615,MZ051615.1,NA,PAG-6621,NA,NA,NA,NA,Paramyloplus ternetzi Norman 1929,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Paramyloplus,ternetzi,species,NA,Raphael Covain,3.8055,-54.1616,French Guiana,Maripasoula,Maroni,NA,"French Guiana: Maripasoula, Maroni River, Papa#Ochton",Parc Amazonien de Guyane
MZ051634,MZ051634.1,NA,SU08-436,NA,NA,NA,NA,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,Raphael Covain,3.1983,-55.4075,Suriname,Sipaliwini,Maroni,2008-10-28,"Suriname: Sipaliwini, Tapanahony River, Paloemeu River, Weyu Camp",Covain R. et al.
MZ051635,MZ051635.1,NA,SU08-779,NA,NA,NA,NA,Acnodon oligacanthus (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Acnodon,oligacanthus,species,NA,Raphael Covain,3.366,-55.4321,Suriname,Sipaliwini,Maroni,2008-10-31,"Suriname: Sipaliwini, Tapanahony River, Paloemeu River, Kumaru Konde Sula",Covain R. et al.
MZ051642,MZ051642.1,NA,SU08-423,NA,NA,NA,NA,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,Raphael Covain,3.1983,-55.4075,Suriname,Sipaliwini,Maroni,2008-10-29,"Suriname: Sipaliwini, Sipaliwini, Paloemeu River, Wayu Camp",Covain R. et al.
MZ051646,MZ051646.1,NA,GFSU12-207,NA,NA,NA,NA,Paramyloplus ternetzi Norman 1929,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Paramyloplus,ternetzi,species,NA,Raphael Covain,5.3184,-54.1478,French Guiana,St-Laurent-du-Maroni,Maroni,2012-10-25,"French Guiana: St-Laurent-du-Maroni, Saint Laurent du Maroni, Maroni River, Crique Serpent",Covain R. et al.
MZ051650,MZ051650.1,NA,GFSU14-064,NA,NA,NA,NA,Paramyloplus ternetzi Norman 1929,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Paramyloplus,ternetzi,species,NA,Raphael Covain,2.6769,-53.9993,French Guiana,St-Laurent-du-Maroni,Maroni,2014-09-23,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Marouini River, Saut Wayo",Covain R. et al.
MZ051652,MZ051652.1,NA,GF15-426,NA,NA,NA,NA,Acnodon oligacanthus (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Acnodon,oligacanthus,species,NA,Raphael Covain,3.3901,-53.926,French Guiana,Maripasoula,Maroni,2015-12-12,"French Guiana: Maripasoula, Maroni River, Pointe Sula, Cayode, Tampok River, tributary of Lawa River",Covain R. et al.
MZ051671,MZ051671.1,NA,GFSU14-016,NA,NA,NA,NA,Prosomyleus rhomboidalis (Cuvier 1818),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Prosomyleus,rhomboidalis,species,NA,Raphael Covain,2.8586,-53.9773,French Guiana,St-Laurent-du-Maroni,Maroni,2014-09-22,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Marouini River, Langa Soula",Covain R. et al.
MZ051674,MZ051674.1,NA,SU08-410,NA,NA,NA,NA,Acnodon oligacanthus (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Acnodon,oligacanthus,species,NA,Raphael Covain,3.1983,-55.4075,Suriname,Sipaliwini,Maroni,2008-10-29,"Suriname: Sipaliwini, Tapanahony River, Paloemeu River, Weyu Camp",Covain R. et al.
MZ051675,MZ051675.1,NA,SU08-1257-1,NA,NA,NA,NA,Acnodon oligacanthus (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Acnodon,oligacanthus,species,NA,Raphael Covain,3.366,-55.4321,Suriname,Sipaliwini,Maroni,2008-10-27,"Suriname: Sipaliwini, Sipaliwini, Maroni River, Tapanahony River, Kumaru Konde Sula",Montoya-Burgos J. et al.
MZ051691,MZ051691.1,NA,GF15-080,NA,NA,NA,NA,Acnodon oligacanthus (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Acnodon,oligacanthus,species,NA,Raphael Covain,3.3833,-54.0553,French Guiana,Maripasoula,Maroni,2015-11-20,"French Guiana: Maripasoula, Maroni River, Taluen (Opoya), Lawa River",Covain R. et al.
MZ051697,MZ051697.1,NA,GF15-213,NA,NA,NA,NA,Paramyloplus ternetzi Norman 1929,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Paramyloplus,ternetzi,species,NA,Raphael Covain,3.3901,-53.926,French Guiana,Maripasoula,Maroni,2015-12-04,"French Guiana: Maripasoula, Maroni River, Cayode, Tampok River, tributary of Lawa River",Covain R. et al.
MZ051723,MZ051723.1,NA,GF10-008,NA,NA,NA,NA,"Myleus planquettei (Jégu, Keith & Le Bail 2003)",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,planquettei,species,NA,Raphael Covain,5.3333,-54.15,French Guiana,St-Laurent-du-Maroni,Maroni,2010-02-06,"French Guiana: St-Laurent-du-Maroni, Saint Laurent du Maroni, Maroni River, Crique Serpent",Montoya-Burgos J. et al.
MZ051726,MZ051726.1,NA,PAG-6046,NA,NA,NA,NA,Paramyloplus ternetzi Norman 1929,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Paramyloplus,ternetzi,species,NA,Raphael Covain,2.938,-54.1724,French Guiana,Upper Maroni,Maroni,2014-10-07,"French Guiana: Upper Maroni, Litany River, Apsik","Hydreco,M. et al."
MZ051735,MZ051735.1,NA,SU08-421,NA,NA,NA,NA,Prosomyleus rhomboidalis (Cuvier 1818),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Prosomyleus,rhomboidalis,species,NA,Raphael Covain,3.1983,-55.4075,Suriname,Sipaliwini,Maroni,2008-10-28,"Suriname: Sipaliwini, Tapanahony River, Paloemeu River, Weyu Camp",Covain R. et al.
MZ051738,MZ051738.1,NA,GFSU14e-1502,NA,NA,NA,NA,Prosomyleus rhomboidalis (Cuvier 1818),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Prosomyleus,rhomboidalis,species,NA,Raphael Covain,2.938,-54.1724,French Guiana,St-Laurent-du-Maroni,Maroni,2014-10-07,"French Guiana: St-Laurent-du-Maroni, Upper Maroni, Litany River, Sector Apsik","Hydreco,M. et al."
MZ051741,MZ051741.1,NA,SU08-1257-2,NA,NA,NA,NA,Acnodon oligacanthus (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Acnodon,oligacanthus,species,NA,Raphael Covain,3.366,-55.4321,Suriname,Sipaliwini,Maroni,2008-10-27,"Suriname: Sipaliwini, Sipaliwini, Maroni River, Tapanahony River, Kumaru Konde Sula",Montoya-Burgos J. et al.
MZ051756,MZ051756.1,NA,GF15-024,NA,NA,NA,NA,Prosomyleus rhomboidalis (Cuvier 1818),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Prosomyleus,rhomboidalis,species,NA,Raphael Covain,3.3833,-54.0553,French Guiana,Maripasoula,Maroni,2015-11-19,"French Guiana: Maripasoula, Maroni River, Taluen (Opoya), Lawa River",Covain R. et al.
